"","age","rater","video","stimulus","sex","trial","corr"
"918","M72",10,"M72_S10_f_HA","Hammer","f",6,1
"919","M48",10,"M48_S07_f_HA","Hammer","f",1,1
"920","M48",10,"M48_S08_f_HA","Hammer","f",2,0
"921","M48",10,"M48_S13_f_HA","Hammer","f",3,0
"922","M48",10,"M48_S10_f_HA","Hammer","f",4,1
"923","M48",10,"M48_S02_f_HA","Hammer","f",5,1
"924","M72",10,"M72_S09_m_HA","Hammer","m",1,1
"925","M72",10,"M72_S04_m_HA","Hammer","m",2,1
"926","M72",10,"M72_S02_m_HA","Hammer","m",3,1
"927","M72",10,"M72_S12_m_HA","Hammer","m",4,1
"928","M72",10,"M72_S08_m_HA","Hammer","m",5,1
"929","M48",10,"M48_S04_m_HA","Hammer","m",1,1
"930","M48",10,"M48_S01_m_HA","Hammer","m",2,1
"931","M48",10,"M48_S05_m_HA","Hammer","m",3,0
"932","M48",10,"M48_S06_m_HA","Hammer","m",4,1
"933","M48",10,"M48_S15_m_HA","Hammer","m",5,1
"934","M72",10,"M72_S10_f_GA","Fork","f",1,1
"935","M72",10,"M72_S03_f_GA","Fork","f",2,0
"936","M72",10,"M72_S05_f_GA","Fork","f",3,1
"937","M72",10,"M72_S06_f_GA","Fork","f",4,1
"938","M72",10,"M72_S11_f_GA","Fork","f",5,1
"939","M72",10,"M72_S07_f_GA","Fork","f",6,1
"940","M48",10,"M48_S07_f_GA","Fork","f",1,0
"941","M48",10,"M48_S10_f_GA","Fork","f",2,1
"942","M48",10,"M48_S02_f_GA","Fork","f",3,1
"943","M48",10,"M48_S08_f_GA","Fork","f",4,0
"944","M48",10,"M48_S13_f_GA","Fork","f",5,0
"945","M72",10,"M72_S04_m_GA","Fork","m",1,0
"946","M72",10,"M72_S12_m_GA","Fork","m",2,1
"947","M72",10,"M72_S09_m_GA","Fork","m",3,1
"948","M72",10,"M72_S02_m_GA","Fork","m",4,1
"949","M72",10,"M72_S08_m_GA","Fork","m",5,1
"950","M48",10,"M48_S05_m_GA","Fork","m",1,0
"951","M48",10,"M48_S06_m_GA","Fork","m",2,1
"952","M48",10,"M48_S15_m_GA","Fork","m",3,1
"953","M48",10,"M48_S01_m_GA","Fork","m",4,0
"954","M48",10,"M48_S07_f_NI","Nothing","f",1,1
"955","M48",10,"M48_S02_f_NI","Nothing","f",2,0
"956","M48",10,"M48_S08_f_NI","Nothing","f",3,1
"957","M48",10,"M48_S13_f_NI","Nothing","f",4,0
"958","M72",10,"M72_S12_m_NI","Nothing","m",1,1
"959","M72",10,"M72_S09_m_NI","Nothing","m",2,1
"960","M72",10,"M72_S04_m_NI","Nothing","m",3,1
"961","M72",10,"M72_S08_m_NI","Nothing","m",4,1
"962","M72",10,"M72_S02_m_NI","Nothing","m",5,1
"963","M48",10,"M48_S15_m_NI","Nothing","m",1,0
"964","M48",10,"M48_S06_m_NI","Nothing","m",2,1
"965","M72",10,"M72_S05_f_NI","Nothing","f",1,1
"966","M72",10,"M72_S06_f_NI","Nothing","f",2,1
"967","M72",10,"M72_S11_f_NI","Nothing","f",3,1
"968","M72",10,"M72_S03_f_NI","Nothing","f",4,1
"969","M72",10,"M72_S07_f_NI","Nothing","f",5,1
"970","M72",10,"M72_S10_f_NI","Nothing","f",6,1
"971","M72",11,"M72_S08_m_GA","Fork","m",1,1
"972","M72",11,"M72_S12_m_GA","Fork","m",2,1
"973","M72",11,"M72_S02_m_GA","Fork","m",3,1
"974","M72",11,"M72_S09_m_GA","Fork","m",4,1
"975","M72",11,"M72_S04_m_GA","Fork","m",5,1
"976","M72",11,"M72_S05_f_GA","Fork","f",1,0
"977","M72",11,"M72_S07_f_GA","Fork","f",2,1
"978","M72",11,"M72_S11_f_GA","Fork","f",3,0
"979","M72",11,"M72_S10_f_GA","Fork","f",4,1
"980","M72",11,"M72_S03_f_GA","Fork","f",5,0
"981","M72",11,"M72_S06_f_GA","Fork","f",6,1
"982","M48",11,"M48_S08_f_GA","Fork","f",1,0
"983","M48",11,"M48_S07_f_GA","Fork","f",2,1
"984","M48",11,"M48_S10_f_GA","Fork","f",3,0
"985","M48",11,"M48_S02_f_GA","Fork","f",4,1
"986","M48",11,"M48_S13_f_GA","Fork","f",5,0
"987","M48",11,"M48_S06_m_GA","Fork","m",1,1
"988","M48",11,"M48_S15_m_GA","Fork","m",2,1
"989","M48",11,"M48_S01_m_GA","Fork","m",3,0
"990","M48",11,"M48_S05_m_GA","Fork","m",4,0
"991","M72",11,"M72_S02_m_HA","Hammer","m",1,1
"992","M72",11,"M72_S08_m_HA","Hammer","m",2,1
"993","M72",11,"M72_S12_m_HA","Hammer","m",3,0
"994","M72",11,"M72_S04_m_HA","Hammer","m",4,1
"995","M72",11,"M72_S09_m_HA","Hammer","m",5,1
"996","M48",11,"M48_S01_m_HA","Hammer","m",1,1
"997","M48",11,"M48_S15_m_HA","Hammer","m",2,1
"998","M48",11,"M48_S06_m_HA","Hammer","m",3,1
"999","M48",11,"M48_S04_m_HA","Hammer","m",4,0
"1000","M48",11,"M48_S05_m_HA","Hammer","m",5,1
"1001","M72",11,"M72_S07_f_HA","Hammer","f",1,1
"1002","M72",11,"M72_S06_f_HA","Hammer","f",2,1
"1003","M72",11,"M72_S11_f_HA","Hammer","f",3,1
"1004","M72",11,"M72_S05_f_HA","Hammer","f",4,0
"1005","M72",11,"M72_S10_f_HA","Hammer","f",5,1
"1006","M72",11,"M72_S03_f_HA","Hammer","f",6,0
"1007","M48",11,"M48_S08_f_HA","Hammer","f",1,0
"1008","M48",11,"M48_S07_f_HA","Hammer","f",2,1
"1009","M48",11,"M48_S10_f_HA","Hammer","f",3,1
"1010","M48",11,"M48_S13_f_HA","Hammer","f",4,1
"1011","M48",11,"M48_S02_f_HA","Hammer","f",5,1
"1012","M72",11,"M72_S02_m_NI","Nothing","m",1,1
"1013","M72",11,"M72_S08_m_NI","Nothing","m",2,0
"1014","M72",11,"M72_S04_m_NI","Nothing","m",3,1
"1015","M72",11,"M72_S09_m_NI","Nothing","m",4,1
"1016","M72",11,"M72_S12_m_NI","Nothing","m",5,0
"1017","M72",11,"M72_S07_f_NI","Nothing","f",1,1
"1018","M72",11,"M72_S10_f_NI","Nothing","f",2,1
"1019","M72",11,"M72_S03_f_NI","Nothing","f",3,1
"1020","M72",11,"M72_S11_f_NI","Nothing","f",4,1
"1021","M72",11,"M72_S05_f_NI","Nothing","f",5,1
"1022","M72",11,"M72_S06_f_NI","Nothing","f",6,1
"1023","M48",11,"M48_S15_m_NI","Nothing","m",1,0
"1024","M48",11,"M48_S06_m_NI","Nothing","m",2,1
"1025","M48",11,"M48_S13_f_NI","Nothing","f",1,0
"1026","M48",11,"M48_S02_f_NI","Nothing","f",2,1
"1027","M48",11,"M48_S07_f_NI","Nothing","f",3,1
"1028","M48",11,"M48_S08_f_NI","Nothing","f",4,0
"1029","M48",11,"M48_S15_m_KA","Comb","m",1,1
"1030","M48",11,"M48_S06_m_KA","Comb","m",2,1
"1031","M48",11,"M48_S05_m_KA","Comb","m",3,1
"1032","M48",11,"M48_S01_m_KA","Comb","m",4,1
"1033","M48",11,"M48_S07_f_KA","Comb","f",1,1
"1034","M48",11,"M48_S02_f_KA","Comb","f",2,1
"1035","M48",11,"M48_S13_f_KA","Comb","f",3,0
"1036","M48",11,"M48_S10_f_KA","Comb","f",4,0
"1037","M72",11,"M72_S10_f_KA","Comb","f",1,0
"1038","M72",11,"M72_S06_f_KA","Comb","f",2,1
"1039","M72",11,"M72_S07_f_KA","Comb","f",3,1
"1040","M72",11,"M72_S05_f_KA","Comb","f",4,1
"1041","M72",11,"M72_S03_f_KA","Comb","f",5,1
"1042","M72",11,"M72_S11_f_KA","Comb","f",6,1
"1043","M72",11,"M72_S12_m_KA","Comb","m",1,1
"1044","M72",11,"M72_S09_m_KA","Comb","m",2,1
"1045","M72",11,"M72_S02_m_KA","Comb","m",3,1
"1046","M72",11,"M72_S08_m_KA","Comb","m",4,1
"1047","M72",11,"M72_S04_m_KA","Comb","m",5,0
"1048","M72",11,"M72_S11_f_FA","Bike","f",1,1
"1049","M72",11,"M72_S05_f_FA","Bike","f",2,1
"1050","M72",11,"M72_S10_f_FA","Bike","f",3,1
"1051","M72",11,"M72_S06_f_FA","Bike","f",4,1
"1052","M72",11,"M72_S03_f_FA","Bike","f",5,1
"1053","M72",11,"M72_S07_f_FA","Bike","f",6,0
"1054","M48",11,"M48_S06_m_FA","Bike","m",1,1
"1055","M48",11,"M48_S05_m_FA","Bike","m",2,1
"1056","M48",11,"M48_S01_m_FA","Bike","m",3,0
"1057","M48",11,"M48_S15_m_FA","Bike","m",4,0
"1058","M48",11,"M48_S13_f_FA","Bike","f",1,1
"1059","M48",11,"M48_S02_f_FA","Bike","f",2,1
"1060","M48",11,"M48_S10_f_FA","Bike","f",3,1
"1061","M48",11,"M48_S07_f_FA","Bike","f",4,1
"1062","M48",11,"M48_S08_f_FA","Bike","f",5,1
"1063","M72",11,"M72_S04_m_FA","Bike","m",1,1
"1064","M72",11,"M72_S12_m_FA","Bike","m",2,1
"1065","M72",11,"M72_S08_m_FA","Bike","m",3,1
"1066","M72",11,"M72_S09_m_FA","Bike","m",4,1
"1067","M72",11,"M72_S02_m_FA","Bike","m",5,1
"1068","M72",12,"M72_S02_m_FA","Bike","m",1,0
"1069","M72",12,"M72_S12_m_FA","Bike","m",2,0
"1070","M72",12,"M72_S08_m_FA","Bike","m",3,1
"1071","M72",12,"M72_S04_m_FA","Bike","m",4,1
"1072","M72",12,"M72_S09_m_FA","Bike","m",5,1
"1073","M48",12,"M48_S15_m_FA","Bike","m",1,1
"1074","M48",12,"M48_S06_m_FA","Bike","m",2,1
"1075","M48",12,"M48_S05_m_FA","Bike","m",3,1
"1076","M48",12,"M48_S01_m_FA","Bike","m",4,0
"1077","M72",12,"M72_S03_f_FA","Bike","f",1,1
"1078","M72",12,"M72_S11_f_FA","Bike","f",2,1
"1079","M72",12,"M72_S10_f_FA","Bike","f",3,0
"1080","M72",12,"M72_S06_f_FA","Bike","f",4,1
"1081","M72",12,"M72_S05_f_FA","Bike","f",5,1
"1082","M72",12,"M72_S07_f_FA","Bike","f",6,0
"1083","M48",12,"M48_S02_f_FA","Bike","f",1,1
"1084","M48",12,"M48_S08_f_FA","Bike","f",2,1
"1085","M48",12,"M48_S10_f_FA","Bike","f",3,1
"1086","M48",12,"M48_S07_f_FA","Bike","f",4,1
"1087","M48",12,"M48_S13_f_FA","Bike","f",5,1
"1088","M48",12,"M48_S08_f_GA","Fork","f",1,0
"1089","M48",12,"M48_S02_f_GA","Fork","f",2,0
"1090","M48",12,"M48_S10_f_GA","Fork","f",3,1
"1091","M48",12,"M48_S13_f_GA","Fork","f",4,0
"1092","M48",12,"M48_S07_f_GA","Fork","f",5,1
"1093","M48",12,"M48_S05_m_GA","Fork","m",1,0
"1094","M48",12,"M48_S01_m_GA","Fork","m",2,0
"1095","M48",12,"M48_S06_m_GA","Fork","m",3,1
"1096","M48",12,"M48_S15_m_GA","Fork","m",4,1
"1097","M72",12,"M72_S11_f_GA","Fork","f",1,1
"1098","M72",12,"M72_S03_f_GA","Fork","f",2,1
"1099","M72",12,"M72_S06_f_GA","Fork","f",3,1
"1100","M72",12,"M72_S07_f_GA","Fork","f",4,1
"1101","M72",12,"M72_S10_f_GA","Fork","f",5,1
"1102","M72",12,"M72_S05_f_GA","Fork","f",6,0
"1103","M72",12,"M72_S02_m_GA","Fork","m",1,1
"1104","M72",12,"M72_S04_m_GA","Fork","m",2,1
"1105","M72",12,"M72_S09_m_GA","Fork","m",3,1
"1106","M72",12,"M72_S08_m_GA","Fork","m",4,1
"1107","M72",12,"M72_S12_m_GA","Fork","m",5,1
"1108","M72",12,"M72_S11_f_NI","Nothing","f",1,1
"1109","M72",12,"M72_S07_f_NI","Nothing","f",2,1
"1110","M72",12,"M72_S10_f_NI","Nothing","f",3,1
"1111","M72",12,"M72_S06_f_NI","Nothing","f",4,1
"1112","M72",12,"M72_S03_f_NI","Nothing","f",5,1
"1113","M72",12,"M72_S05_f_NI","Nothing","f",6,1
"1114","M48",12,"M48_S15_m_NI","Nothing","m",1,0
"1115","M48",12,"M48_S06_m_NI","Nothing","m",2,1
"1116","M48",12,"M48_S02_f_NI","Nothing","f",1,1
"1117","M48",12,"M48_S13_f_NI","Nothing","f",2,1
"1118","M48",12,"M48_S08_f_NI","Nothing","f",3,0
"1119","M48",12,"M48_S07_f_NI","Nothing","f",4,1
"1120","M72",12,"M72_S02_m_NI","Nothing","m",1,1
"1121","M72",12,"M72_S04_m_NI","Nothing","m",2,1
"1122","M72",12,"M72_S08_m_NI","Nothing","m",3,1
"1123","M72",12,"M72_S09_m_NI","Nothing","m",4,1
"1124","M72",12,"M72_S12_m_NI","Nothing","m",5,0
"1125","M48",12,"M48_S08_f_HA","Hammer","f",1,0
"1126","M48",12,"M48_S07_f_HA","Hammer","f",2,1
"1127","M48",12,"M48_S10_f_HA","Hammer","f",3,1
"1128","M48",12,"M48_S13_f_HA","Hammer","f",4,0
"1129","M48",12,"M48_S02_f_HA","Hammer","f",5,1
"1130","M72",12,"M72_S09_m_HA","Hammer","m",1,1
"1131","M72",12,"M72_S08_m_HA","Hammer","m",2,1
"1132","M72",12,"M72_S12_m_HA","Hammer","m",3,0
"1133","M72",12,"M72_S04_m_HA","Hammer","m",4,1
"1134","M72",12,"M72_S02_m_HA","Hammer","m",5,0
"1135","M48",12,"M48_S15_m_HA","Hammer","m",1,1
"1136","M48",12,"M48_S01_m_HA","Hammer","m",2,1
"1137","M48",12,"M48_S06_m_HA","Hammer","m",3,1
"1138","M48",12,"M48_S05_m_HA","Hammer","m",4,1
"1139","M48",12,"M48_S04_m_HA","Hammer","m",5,0
"1140","M72",12,"M72_S05_f_HA","Hammer","f",1,1
"1141","M72",12,"M72_S03_f_HA","Hammer","f",2,0
"1142","M72",12,"M72_S07_f_HA","Hammer","f",3,1
"1143","M72",12,"M72_S11_f_HA","Hammer","f",4,0
"1144","M72",12,"M72_S06_f_HA","Hammer","f",5,0
"1145","M72",12,"M72_S10_f_HA","Hammer","f",6,1
"1146","M48",12,"M48_S02_f_KA","Comb","f",1,1
"1147","M48",12,"M48_S10_f_KA","Comb","f",2,0
"1148","M48",12,"M48_S13_f_KA","Comb","f",3,0
"1149","M48",12,"M48_S07_f_KA","Comb","f",4,1
"1150","M72",12,"M72_S09_m_KA","Comb","m",1,1
"1151","M72",12,"M72_S04_m_KA","Comb","m",2,0
"1152","M72",12,"M72_S08_m_KA","Comb","m",3,1
"1153","M72",12,"M72_S02_m_KA","Comb","m",4,1
"1154","M72",12,"M72_S12_m_KA","Comb","m",5,1
"1155","M48",12,"M48_S06_m_KA","Comb","m",1,1
"1156","M48",12,"M48_S01_m_KA","Comb","m",2,1
"1157","M48",12,"M48_S05_m_KA","Comb","m",3,1
"1158","M48",12,"M48_S15_m_KA","Comb","m",4,1
"1159","M72",12,"M72_S11_f_KA","Comb","f",1,0
"1160","M72",12,"M72_S05_f_KA","Comb","f",2,1
"1161","M72",12,"M72_S06_f_KA","Comb","f",3,0
"1162","M72",12,"M72_S07_f_KA","Comb","f",4,1
"1163","M72",12,"M72_S10_f_KA","Comb","f",5,0
"1164","M72",12,"M72_S03_f_KA","Comb","f",6,1
